row_name,logConc,logFC,pVal.Tgw,adj.pVal.Tgw,Tgw.Disp,UpDown.Tgw,B29,B30,B31,B32,LO2,LO3,LO4,LO5
gene3534,-1.932697941,6.379775821,7.85E-10,3.08E-09,0.075644606,-1,1779,349,869,3786,50,24,38,18
gene3457,-2.236989057,6.125845723,7.86E-10,3.08E-09,0.096895104,-1,1472,273,803,3488,29,23,21,14
gene909,-1.869061014,6.357327576,8.20E-10,3.21E-09,0.06957959,-1,1484,416,892,3425,36,26,46,22
gene1715,1.645894803,8.62404946,8.24E-10,3.22E-09,0.064266994,1,2280.02,539,1387,6192.02,592,625,661,326
gene240,-1.617053552,7.251768015,8.28E-10,3.23E-09,0.056692311,-1,2583,727,1421,7611,61,48,122,52
gene707,-1.662312837,7.097328443,8.28E-10,3.23E-09,0.060295916,-1,2425,565,1628,6099.07,103,49,78,26
gene3852,1.457897831,8.855473355,8.32E-10,3.24E-09,0.050844952,1,3260,777,1784,6416,850,440,983,401
gene977,-1.537548286,7.617847809,8.45E-10,3.29E-09,0.053064501,-1,4537,826,1665,8044,119,76,140,52
gene3717,-3.523501595,4.94846418,8.93E-10,3.48E-09,0.209425603,-1,406,143.56,447,1896,3,3,11,1
gene3262,1.957755969,7.016771672,9.04E-10,3.51E-09,0.087196846,1,544,158,341,2129,395,82,274,112
gene3160,2.113000061,9.464909411,9.09E-10,3.53E-09,0.104134501,1,2665,1031,1542,8775,1042,1383,1563,366
gene1301,-2.772184726,5.675007377,9.16E-10,3.55E-09,0.140189536,-1,1329,219,535,2274,10,12,14,9
gene1455,1.926392724,8.342291543,9.22E-10,3.58E-09,0.087054895,1,1436,432,1062,4049,284,531,646,368
gene69,-1.663327294,6.757623775,9.24E-10,3.58E-09,0.057922322,-1,2120,544,1062,4169,62,38,65,30
gene2650,1.737086375,7.407144869,9.29E-10,3.59E-09,0.070147438,1,990,279,492,2218,218,293,283,154
gene2022,-1.388564725,7.487615613,9.51E-10,3.67E-09,0.043034026,-1,2717,847,1643,8884,117,71,145,51
gene2971,-2.491701579,5.903439285,9.72E-10,3.75E-09,0.119821086,-1,921,286,905,2714,19,19,20,7
gene2545,-2.192253251,6.023020421,1.01E-09,3.91E-09,0.093594247,-1,981,366,758,3075,22,20,28,14
gene269,1.700240019,8.89890294,1.03E-09,3.95E-09,0.069368763,1,3236,652,1628,5603,593,707,1023,409
gene3901,1.554530152,8.513528773,1.03E-09,3.95E-09,0.058044167,1,2127,544,1466,5548,745,464,686,243
gene2562,-1.932554485,6.521118491,1.04E-09,3.99E-09,0.078721869,-1,1623,404,1027,4662,38,31,62,15
gene1159,-2.159470493,7.399770595,1.06E-09,4.07E-09,0.102073961,-1,3769,745,1885,7743,50,19,82,71
gene3421,-2.057848658,6.330188679,1.13E-09,4.32E-09,0.085468712,-1,1687,355,825,3824,36,28,27,20
gene3837,-1.799127513,6.661604402,1.15E-09,4.39E-09,0.067933547,-1,1962,387,1028,5348,53,24,56,35
gene3728,-2.043562817,6.501188065,1.16E-09,4.43E-09,0.085870478,-1,2199,383,763,4410,39,23,36,29
gene1791,-1.660818506,7.140158332,1.21E-09,4.62E-09,0.06054594,-1,2358,669,1408,6913,73,30,93,58
gene153,-1.595551312,8.686695785,1.22E-09,4.65E-09,0.060309735,-1,6117,2062,4387,20003,194,198,237,121
gene1462,3.009301219,11.77447546,1.26E-09,4.79E-09,0.200064175,1,9826,4758,3027,8697,4744,7864,4818,3855
gene2895,-2.988596591,6.581625558,1.28E-09,4.89E-09,0.178278813,-1,1757,483,1283,5156,10,39,12,8
gene201,1.460438808,8.407640039,1.31E-09,5.01E-09,0.051903972,1,2224,639,1142,5176,519,390,618,341
gene1582,10.24306714,2.719226358,1.32E-09,5.03E-09,0.632574085,1,0,0,0,0,0,15,21,31
gene3833,2.120830341,9.428032858,1.33E-09,5.05E-09,0.106783874,1,1912,1411,1691,5412,1888,799,1311,493
gene1773,-3.758751729,4.704275965,1.34E-09,5.08E-09,0.214045158,-1,455,171,160,1716,3,3,4,2
gene1139,-1.825599772,7.037957568,1.34E-09,5.10E-09,0.072747615,-1,3025,728,1017,5025,51,36,78,47
gene3712,-2.019777964,6.286656245,1.36E-09,5.14E-09,0.082405823,-1,1517,405,807,3327,34,24,29,23
gene155,-1.645838793,7.228049689,1.36E-09,5.15E-09,0.059186265,-1,2186,733,1711,6971,60,58,82,59
gene66,-1.698442749,6.805762039,1.38E-09,5.24E-09,0.061573608,-1,1450,491,1382,5879,52,38,67,37
gene3767,-1.779393414,7.068629081,1.42E-09,5.35E-09,0.070940927,-1,2967,440,1505,6335,100,29,69,37
gene60,-1.614545398,8.678750808,1.44E-09,5.45E-09,0.062241747,-1,7725,2089,4127,16346,188,196,225,124
gene3768,-2.166148407,6.116697755,1.46E-09,5.52E-09,0.096577439,-1,1528,333,713,2977,22,14,43,16
gene2118,-1.546008338,7.287123155,1.48E-09,5.59E-09,0.05403746,-1,2303,747,1610,7724,105,37,100,61
gene363,2.152531981,6.53203564,1.59E-09,5.98E-09,0.106921439,1,406,70,263,1343,242,58,252,87
gene2010,1.794778504,9.91158279,1.60E-09,6.01E-09,0.079210261,1,5672.16,1354,2743,12714,1211,1672,1757,796
gene2741,-2.437838484,6.353329158,1.63E-09,6.11E-09,0.128320259,-1,2263,345,854,3251,50,7,31,13
gene3465,-1.616190428,7.024153203,1.70E-09,6.39E-09,0.058308747,-1,2443,568,1360,5709,90,29,80,46
gene2217,1.36520917,7.967701292,1.73E-09,6.48E-09,0.045595649,1,1730,440,1071,3723,364,271,512,233
gene1847,1.489378421,8.386225731,1.73E-09,6.48E-09,0.054747372,1,2519,573,1188,4190,592,386,621,293
gene1281,1.541412293,8.326848815,1.79E-09,6.69E-09,0.058640062,1,2480,491,1079,4158,716,332,613,241
gene2136,1.639366676,8.470902097,1.81E-09,6.76E-09,0.066191498,1,1964,650,1387,3660,632,495,576,308
gene2281,-1.494661948,7.785774996,1.84E-09,6.89E-09,0.05236799,-1,3116,1085,2477,9893.84,164,89,104,73
gene1488,1.734174213,9.058715122,1.86E-09,6.95E-09,0.074525342,1,4391,561,1718,5699,1138,542,1144,438
gene334,1.810250185,8.544200748,1.92E-09,7.15E-09,0.080652502,1,1632,514,1073,6412,467,652,592,359
gene880,2.738058394,6.061826336,1.97E-09,7.36E-09,0.167609759,1,341,36,103,511,112,49,142,135
gene975,1.695806043,7.148941162,2.12E-09,7.88E-09,0.069167712,1,598,190,555,2468,376,138,286,93
gene1211,1.404120355,7.693506452,2.12E-09,7.88E-09,0.048562559,1,1380,315,772,3917,377,167,375,234
gene3773,-2.652302098,5.843521011,2.13E-09,7.91E-09,0.143656448,-1,1228,386,578,2007,22,4,21,12
gene2580,2.08498649,8.073600856,2.22E-09,8.25E-09,0.105871875,1,994,229,843,4176,923,199,326,287
gene3808,-1.791559251,6.897688192,2.30E-09,8.53E-09,0.073061166,-1,2079,534,1383,5507,99,30,48,29
gene2495,-2.058841116,6.521933426,2.33E-09,8.64E-09,0.093583924,-1,1854,359,1305,3574,45,13,52,26
gene2150,-2.102468826,7.235569373,2.41E-09,8.90E-09,0.099542858,-1,3161,592,1645,8031,28,63,56,45
gene2265,2.321380297,5.994048266,2.45E-09,9.05E-09,0.123603835,1,152,70,195,773,111,54,173,87
gene2460,-1.757529299,6.871962551,2.50E-09,9.24E-09,0.06869164,-1,2496,479,1115,5510,41,37,75,42
gene967,1.974454667,8.012093436,2.65E-09,9.77E-09,0.096341283,1,1414,309,585,3630.58,213,426,475,325
gene1029,2.659655369,8.188374093,2.65E-09,9.77E-09,0.166974549,1,1058,158,660,2625,1416,176,448,162
gene1068,-2.049761333,6.213435282,2.67E-09,9.82E-09,0.087420228,-1,1356,298,914,3632,28,22,29,23
gene1351,-1.955320387,6.587908659,2.80E-09,1.03E-08,0.082804202,-1,1953,492,902,4278,34,26,40,38
gene1540,-2.2992026,5.946992767,2.80E-09,1.03E-08,0.110547975,-1,1031,248,749,3612,33,10,20,14
gene3158,1.466751351,8.319783928,2.86E-09,1.05E-08,0.054577497,1,2085,561,1158,4866,496,448,563,256
gene1408,1.688782795,8.769553945,2.89E-09,1.06E-08,0.072330102,1,3154,625,1132,6018,1183,384,806,331
gene871,1.501144767,8.434081013,2.90E-09,1.06E-08,0.057394622,1,2530,490,1192,5546,461,404,703,351
gene3839,1.619018179,8.745835419,2.96E-09,1.08E-08,0.066681878,1,2863,740,1580,4247,586,491,840,485
gene1755,-4.155947702,4.603897313,3.01E-09,1.10E-08,0.294300034,-1,217.53,187.31,274.71,1417.88,3,0.5,6,0
gene3047,-1.544233463,7.12871855,3.02E-09,1.10E-08,0.05457744,-1,2130,594,1749,6082,86,65,72,40
gene1350,-1.816755818,6.499469941,3.03E-09,1.11E-08,0.073635415,-1,1482,448,894,4641,62,27,43,20
gene1036,2.719509351,5.378872123,3.06E-09,1.12E-08,0.164390831,1,103,31,107,379,107,38,119,44
gene2357,1.565781549,7.390364213,3.11E-09,1.13E-08,0.060894946,1,916,319,568,2485,276,263,288,120
gene3761,-2.170628435,5.924166836,3.30E-09,1.20E-08,0.100690721,-1,1013,318,666,2996,25,11,36,12
gene2043,-1.853451998,7.828633532,3.40E-09,1.24E-08,0.084884407,-1,3585,1111,2940,10097.38,209,41,96,51
gene2459,1.328000769,7.874961423,3.53E-09,1.28E-08,0.044784946,1,1719,392,1008,3734,425,247,483,173
gene3296,2.721398671,14.19486284,3.54E-09,1.29E-08,0.177680861,1,59105,10002,54646,114668,82534,8659,26517,18256
gene3718,-3.507123579,5.142586253,3.70E-09,1.34E-08,0.226180965,-1,867,107,668,1027,7,5,6,2
gene2828,-1.47619716,7.108711593,3.75E-09,1.36E-08,0.051167368,-1,2075,663,1584,5673.11,85,58,103,34
gene559,-1.344337807,7.583843081,3.76E-09,1.36E-08,0.043092909,-1,3015,946,1817,8200,119,77,126,79
gene1932,-1.46879928,7.148455985,3.78E-09,1.37E-08,0.050452429,-1,2663,648,1394,5685,104,53,75,49
gene3005,-4.393726108,4.131809083,3.81E-09,1.38E-08,0.257552993,-1,302,70,165,1245,3,1,0,1
gene372,1.655656468,8.53178767,3.83E-09,1.38E-08,0.070578203,1,1849,441,1711,5353,908,280,774,320
gene3448,2.242689693,6.026084564,3.83E-09,1.38E-08,0.118954977,1,188,67,219,780,107,55,205,75
gene1370,2.331394745,6.560890126,3.91E-09,1.41E-08,0.130708141,1,378,69,275,1042,358,63,196,65
gene2716,-1.910913517,6.285138689,4.00E-09,1.44E-08,0.080810589,-1,1120,376,935,3937,43,17,41,22
gene1507,-2.152638008,6.509353482,4.26E-09,1.53E-08,0.107809454,-1,1050,598,1018,4701,55,12,49,17
gene1175,-2.261687151,6.483908981,4.26E-09,1.53E-08,0.116691313,-1,1857,495,894,3948,15,18,66,19
gene1040,-1.510542202,8.940410418,4.34E-09,1.56E-08,0.058965513,-1,10151,2245,4444,20519,400,178,276,137
gene776,-2.726148015,5.521014062,4.47E-09,1.60E-08,0.151558912,-1,842,181,735,1989,13,8,17,6
gene3993,-1.638310286,7.106867852,4.53E-09,1.62E-08,0.063514297,-1,2721,655,1442,5237,86,66,65,31
gene1323,-2.037451175,7.326219452,4.63E-09,1.66E-08,0.102703876,-1,3587,768,1299,8485,77,33,139,16
gene2305,-1.814260908,6.823270073,4.65E-09,1.66E-08,0.075111309,-1,1963,532,1273,5160,32,47,61,37
gene2475,-1.362617347,7.515691239,4.67E-09,1.67E-08,0.044672428,-1,3079,684,1800,9234,112,75,119,73
gene3714,-3.526038837,4.348821663,4.77E-09,1.70E-08,0.197874966,-1,431,90,211,1053,4,2,4,1
gene3188,-1.42213633,7.979139257,4.85E-09,1.73E-08,0.051247426,-1,4651,1174,2402,10437,207,103,161,63
gene2272,-2.607607185,5.635154597,4.98E-09,1.77E-08,0.143691022,-1,712,330,630,2059,20,8,17,7
gene2947,1.505582045,7.160585722,5.04E-09,1.80E-08,0.057323697,1,835,228,524,2524,355,150,214,115
gene2781,1.807409764,7.818684545,5.06E-09,1.80E-08,0.084241949,1,1107,196,1016,3151,603,157,529,178
gene1463,1.475564237,7.592520978,5.09E-09,1.81E-08,0.056096101,1,1113,331,681,3483,452,131,363,190
gene525,1.650097032,8.022348431,5.25E-09,1.86E-08,0.070834371,1,1684,354,937,3512,740,246,484,157
gene2301,-1.905600729,6.379748764,5.29E-09,1.87E-08,0.083340252,-1,1200,485,772,4380,54,24,38,17
gene2619,-2.888552204,5.505671119,5.33E-09,1.89E-08,0.167667729,-1,797,210,408,3224,15,5,9,9
gene1182,1.497768011,7.50870297,5.35E-09,1.89E-08,0.058006473,1,1265,275,568,3256,262,267,367,131
gene3655,2.021083689,6.418760114,5.48E-09,1.94E-08,0.100963139,1,333,79,331,1148,141,83,288,65
gene1243,2.393798726,6.754453251,5.49E-09,1.94E-08,0.141124716,1,172,67,324,1803,239,79,302,124
gene445,1.89563325,7.284720149,5.81E-09,2.05E-08,0.091509556,1,529,185,724,1864,478,170,223,116
gene1508,-1.719347946,6.715015878,5.84E-09,2.06E-08,0.068740025,-1,2288,386,1057,4853.38,68,38,46,29
gene1504,-1.417913002,8.597692981,5.96E-09,2.10E-08,0.052562869,-1,6413,1860,3455,18530,257,166,287,106
gene5,1.948308827,9.632407969,6.00E-09,2.11E-08,0.099363724,1,4914,789,3352,4846,1657,694,1939,755
gene367,1.843706928,11.28183512,6.07E-09,2.14E-08,0.089998705,1,18471,3227,8377,15977,4764,3059,4682,2318
gene483,1.911728352,6.275981438,6.19E-09,2.18E-08,0.090404742,1,260,100,314,1071,133,83,175,88
gene410,-1.3663511,7.570461053,6.21E-09,2.18E-08,0.045914361,-1,2616,850,1937,9525,124,83,111,73
gene225,-1.560884069,7.220112151,6.23E-09,2.18E-08,0.058921773,-1,2745,708,1390,6591,81,76,73,43
gene1477,1.497601549,9.332695366,6.40E-09,2.24E-08,0.060277497,1,4350,1172,2059,9480,1495,677,1058,504
gene360,2.436145247,8.127662808,6.55E-09,2.29E-08,0.14960042,1,1001,313,643,2263,1207,112,517,214
gene3633,1.822472616,7.209492506,6.63E-09,2.32E-08,0.085619942,1,615,127,716,2128,265,110,394,160
gene1335,3.424017263,8.644114423,6.81E-09,2.38E-08,0.271988054,1,820,198,421,2507,899,109,278,1150
gene241,2.047596275,7.327497306,6.84E-09,2.39E-08,0.106939162,1,437,201,798,1210,251,218,445,118
gene3553,-1.326016459,7.639977785,6.89E-09,2.40E-08,0.043940589,-1,2736,974,2008,9097,144,80,128,75
gene3961,-1.65314943,7.336166753,7.26E-09,2.53E-08,0.068168161,-1,2610,829,1535,7911.56,53,74,124,40
gene1217,-2.100460454,6.25130037,7.35E-09,2.56E-08,0.102655427,-1,1770,293,629,4325,34,12,45,19
gene3119,1.767509646,10.65532688,7.82E-09,2.72E-08,0.084214615,1,8931,3158,4971,13532,3169,2327,2936,1129
gene953,-1.699803469,6.674339266,7.94E-09,2.76E-08,0.070360443,-1,2071,392,1010,5029,67,25,73,24
gene1683,-1.457056665,7.175106359,8.10E-09,2.81E-08,0.051924253,-1,2883,627,1387,5739,73,64,99,49
gene2046,-3.065970425,5.02820771,8.26E-09,2.87E-08,0.180234302,-1,440,156,414,2037,10,5,5,4
gene1800,-1.567216256,6.681515436,8.28E-09,2.87E-08,0.058546015,-1,1846,493,1029,4235,57,33,76,31
gene2814,-1.644444695,6.816160852,8.42E-09,2.92E-08,0.065755811,-1,1884,580,1055,5267,72,23,74,40
gene3006,-3.808178701,4.885049761,8.48E-09,2.93E-08,0.256449457,-1,282,123,569,1661,6,4,1,2
gene3271,1.355314741,7.955066085,8.53E-09,2.95E-08,0.049479249,1,1762,342,1127,4275,390,248,423,274
gene513,1.459297429,8.208687529,8.57E-09,2.96E-08,0.057576441,1,1776,465,1170,5105,402,424,452,292
gene3092,-1.488548008,6.839414564,8.69E-09,3.00E-08,0.053115063,-1,1969,459,1161,5564,71,37,81,39
gene3309,-2.054560884,6.508026209,8.70E-09,3.00E-08,0.102929095,-1,1103,639,823,4771,54,19,53,14
gene3928,1.393457778,9.500205251,8.92E-09,3.07E-08,0.05353839,1,5134,1221,2592,12231,1495,668,1323,626
gene1280,2.186483648,7.560310238,8.93E-09,3.07E-08,0.123375212,1,769,294,358,1964,590,316,233,85
gene3567,1.458754423,8.001041649,9.12E-09,3.14E-08,0.05726177,1,1369,467,1232,3339,573,275,447,189
gene2557,-2.110024551,6.214465246,9.25E-09,3.18E-08,0.102667945,-1,1337,319,743,4352,26,31,33,11
gene1745,-1.408475559,7.557032196,9.66E-09,3.31E-08,0.050104504,-1,3521,763,1860,8218,116,93,98,67
gene3969,1.772599661,8.20087241,9.68E-09,3.31E-08,0.084586135,1,1668.88,450,858,3887,326,513,399,334
gene1659,-2.179506023,5.959352305,9.68E-09,3.31E-08,0.109765601,-1,1394,237,701,2919,24,15,38,9
gene1077,1.520435764,7.620057178,9.68E-09,3.31E-08,0.062271958,1,1444,241,750,3110,237,270,352,207
gene1916,1.297972513,7.834544336,9.68E-09,3.31E-08,0.045342747,1,1518,414,949,4094,340,245,510,178
gene2676,-1.570697933,7.06887584,9.73E-09,3.32E-08,0.060137455,-1,2645,576,1521,4906,58,49,84,54
gene873,2.420601292,7.257107167,9.79E-09,3.34E-08,0.149641477,1,798,121,338,1203,545,52,393,134
gene2686,-3.411335537,5.003761893,9.86E-09,3.36E-08,0.213762312,-1,590,188,332,1675,4,1,5,8
gene1205,1.281942029,7.649355005,9.93E-09,3.39E-08,0.044049952,1,1386,330,851,3853,405,173,388,166
gene2550,-2.487576919,5.645005806,1.01E-08,3.44E-08,0.13748181,-1,990,265,499,2468,17,6,25,9
gene1985,1.537471516,6.799159665,1.01E-08,3.45E-08,0.061564576,1,678,169,398,1913,164,159,198,101
gene859,-2.515194739,5.662489309,1.02E-08,3.47E-08,0.137293276,-1,803,254,612,2720,20,6,15,13
gene398,3.67446039,5.093794332,1.02E-08,3.47E-08,0.299496328,1,35,16,46,208,148,13,56,56
gene353,-3.217359371,4.917855429,1.13E-08,3.83E-08,0.204111969,-1,501,147,385,1635,2,3,13,3
gene538,1.508350794,8.143089193,1.13E-08,3.84E-08,0.062304357,1,2321,471,853,3645,630,232,517,271
gene3652,-2.741371917,5.704343621,1.15E-08,3.88E-08,0.161217227,-1,553,341,652,2870,13,8,11,14
gene1426,-2.457998317,5.812801738,1.17E-08,3.95E-08,0.137266971,-1,1268,191,604,3214,15,7,29,13
gene1089,1.729777257,9.093192814,1.18E-08,3.98E-08,0.082300849,1,3239,861,1403,8000,1181,735,1219,257
gene1484,1.553628317,9.486552113,1.18E-08,3.98E-08,0.067164086,1,4274,1341,2685,8657,890,937,1380,729
gene422,-2.007784579,6.141746323,1.20E-08,4.04E-08,0.09199029,-1,1324,309,786,3390,25,17,33,25
gene2504,-1.576632648,6.654932105,1.20E-08,4.05E-08,0.060953,-1,1816,477,962,4460,59,33,77,26
gene4043,-2.029540538,6.014652351,1.23E-08,4.13E-08,0.094233815,-1,1125,251,782,3394,23,16,36,18
gene926,-1.832806266,6.330493976,1.25E-08,4.20E-08,0.080268207,-1,1277,346,922,4179,32,27,54,19
gene3484,-2.265945985,6.344509176,1.27E-08,4.28E-08,0.118575864,-1,2054,285,976,3393,25,23,19,27
gene3404,1.312711994,7.611444515,1.28E-08,4.31E-08,0.046711409,1,1011,433,765,3644,332,212,363,168
gene958,-1.995787065,6.093756716,1.30E-08,4.36E-08,0.093236898,-1,1387,310,597,3581,39,20,27,15
gene3789,-1.318906522,7.541909534,1.31E-08,4.39E-08,0.044824421,-1,3383,794,1750,7886,99,81,147,71
gene2701,-1.641380517,6.86572708,1.32E-08,4.42E-08,0.065477126,-1,2308,484,1217,5019,58,42,53,48
gene2986,-2.694814251,5.615796089,1.32E-08,4.42E-08,0.163925935,-1,976,198,625,2574,25,4,12,8
gene3873,-1.475974388,6.814381281,1.34E-08,4.48E-08,0.05393377,-1,1790,536,1059,5339,68,35,86,38
gene1192,-1.343258609,7.593782577,1.57E-08,5.24E-08,0.048421639,-1,3625,901,1769,7544,147,71,163,51
gene3432,-3.566491833,4.815784984,1.59E-08,5.31E-08,0.247425163,-1,456,140,321,1738,3,6,6,0
gene2465,1.573038923,9.016961746,1.59E-08,5.31E-08,0.069841706,1,3159,857,1752,7679,682,847,882,420
gene1520,2.069973864,7.042754548,1.59E-08,5.32E-08,0.114620901,1,560,124,506,1421.47,460,68,238,126
gene1086,-1.887562188,6.697008379,1.63E-08,5.43E-08,0.087555428,-1,2611,491,837,4100,45,37,38,35
gene1142,-1.877799752,6.407798661,1.66E-08,5.52E-08,0.085757446,-1,1200,479.44,704.95,4951.02,37,19,49,29
gene1776,-3.771271467,6.275280483,1.74E-08,5.77E-08,0.312334829,-1,1873.05,597,75,5722,7,8,16,7
gene305,-1.379704568,8.903126971,1.81E-08,6.01E-08,0.053587665,-1,8049,2163,4876,20729.06,302,241,333,132
gene1846,1.416600571,8.358841558,1.82E-08,6.04E-08,0.056821812,1,2099,641,1435,3975,578,401,559,277
gene3848,-2.016812191,6.134993743,1.85E-08,6.15E-08,0.095140823,-1,1180,329,801,3459,22,24,29,22
gene1417,-1.539776848,8.122688925,1.86E-08,6.16E-08,0.0651938,-1,5057,1419,2745,11182,100,114,242,85
gene2372,-1.561658113,6.788993821,1.89E-08,6.27E-08,0.060671649,-1,1848,476,1067,5618,51,50,66,36
gene3691,1.61766335,7.038860478,1.90E-08,6.28E-08,0.071655268,1,1050,174,473,1480,298,101,296,115
gene399,-1.52784304,7.610188164,1.90E-08,6.29E-08,0.061688176,-1,3030,840,2379,8517,83,94,98,78
gene2951,-2.426962885,6.053316761,1.92E-08,6.33E-08,0.147549767,-1,1035,321,742,4089,38,5,35,7
gene3758,1.66896603,7.625130302,1.93E-08,6.37E-08,0.077869069,1,1436,242,688,2513,601,157,326,149
gene2697,1.669365254,7.936477146,1.95E-08,6.42E-08,0.078248592,1,1247,360,993,3345,702,140,450,233
gene1442,-1.884816067,6.113429593,1.95E-08,6.44E-08,0.084818107,-1,1194,311,724,3530,30,25,37,16
gene3671,-2.696124957,5.392526401,2.06E-08,6.78E-08,0.15702231,-1,1018,172,477,1851,11,7,12,9
gene3017,-3.508955662,4.281828772,2.12E-08,6.98E-08,0.202992151,-1,396,76,247,912,3,3,2,2
gene1433,1.534093561,9.408670924,2.12E-08,6.98E-08,0.067988996,1,5702,952,2033,9566,1108,904,1284,542
gene682,-1.586076516,6.63081485,2.17E-08,7.12E-08,0.06268107,-1,1645,445,1026,4631,56,28,60,39
gene1164,1.731926976,7.048500732,2.19E-08,7.18E-08,0.083096936,1,1151,155,314,1658,333,123,269,104
gene1128,1.587799654,6.586901938,2.26E-08,7.40E-08,0.068391419,1,641,135,344,1468,151,90,245,91
gene2994,-2.689788085,5.11133596,2.32E-08,7.59E-08,0.155528313,-1,627,162,452,1562,10,6,12,5
gene615,-2.773135803,5.667746999,2.33E-08,7.61E-08,0.170963626,-1,825,260,498,3325,14,7,7,15
gene377,-1.984962416,6.352694284,2.35E-08,7.69E-08,0.098963495,-1,1868,317,1013,3040,44,12,42,26
gene1187,-2.927784333,5.231588971,2.35E-08,7.69E-08,0.177426114,-1,680,183,415,2107,4,7,10,8
gene2544,-2.731674808,5.131369551,2.36E-08,7.69E-08,0.166607551,-1,545,180,388,2017,12,5,14,3
gene1729,2.058076049,6.538652878,2.37E-08,7.71E-08,0.114683646,1,292,86,446,975,169,73,220,126
gene2933,-1.648138761,7.336471139,2.38E-08,7.76E-08,0.07307765,-1,2558,534,2765,5628,91,64,90,46
gene981,-1.783279316,6.239158204,2.49E-08,8.10E-08,0.077944553,-1,1352,340,821,3420,44,26,35,20
gene56,-2.044153167,5.938687911,2.51E-08,8.15E-08,0.099249989,-1,997,293,641,3302,22,21,29,14
gene382,-1.993058617,6.20222045,2.51E-08,8.16E-08,0.096978952,-1,1785,266,771,3213,32,17,34,24
gene3015,-3.712868524,4.138799382,2.59E-08,8.40E-08,0.228523273,-1,389,59,188,974,4,2,1,1
gene1853,1.367124652,7.49061635,2.61E-08,8.45E-08,0.053023289,1,1317,292,758,2789,440,156,320,132
gene1118,-1.298955601,7.516118404,2.61E-08,8.45E-08,0.045117866,-1,3103,766,1869,7675,113,70,122,84
gene3173,-1.674371035,6.499008944,2.63E-08,8.51E-08,0.070586637,-1,1597,388,946,4308,38,30,63,29
gene1214,-2.748654895,5.208885431,2.63E-08,8.52E-08,0.166446772,-1,671,182,375,2115,13,9,9,3
gene1527,-1.470316148,6.824006402,2.67E-08,8.64E-08,0.055689351,-1,1687,504,1184,5491,59,47,86,34
gene3211,-1.666932354,6.511294801,2.70E-08,8.72E-08,0.071139771,-1,1784,415,1005,3442,48,28,67,24
gene3587,1.403385612,7.8753239,2.70E-08,8.72E-08,0.05675344,1,1838,424,772,3501,289,279,440,251
gene1837,-1.304732114,8.093901291,2.74E-08,8.82E-08,0.0476247,-1,4942,1079,2598,12355,184,133,174,95
gene2649,1.618451626,9.873412682,2.75E-08,8.86E-08,0.076713689,1,5604,1651,2693,13853,1340,1561,1594,704
gene2773,-2.881993561,5.534509322,2.84E-08,9.15E-08,0.189573205,-1,635,327,513,2285,15,13,8,3
gene1145,1.395419491,7.088742419,2.94E-08,9.45E-08,0.05453443,1,679,242,577,2632,208,165,287,107
gene1479,1.398028251,7.741088829,2.97E-08,9.54E-08,0.056414723,1,1545,368,664,3952,448,163,493,166
gene2981,-3.80738703,4.087899244,2.98E-08,9.57E-08,0.227915043,-1,325,65,176,1015.05,2,3,1,1
gene1444,-2.06219889,5.933800189,3.06E-08,9.82E-08,0.105996222,-1,1053,280,624,3369,39,13,27,11
gene3323,1.357120997,7.190159874,3.15E-08,1.01E-07,0.05244599,1,1174,228,615,2129,270,158,238,137
gene1003,1.321625865,7.414747738,3.16E-08,1.01E-07,0.049982081,1,1373,293,743,2321,308,147,328,167
gene3201,-2.784625411,6.507579133,3.17E-08,1.01E-07,0.201285625,-1,1672,405,1241,5075,8,10,73,6
gene1467,-1.524674923,6.870425565,3.17E-08,1.01E-07,0.061848209,-1,2055,541,1173,5070,72,27,90,43
gene3204,-1.782833457,6.519425039,3.18E-08,1.01E-07,0.0818315,-1,1398,536,858,4293,48,40,45,19
